_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
895322,4154030,2017.0,2017.0,1957.0,PRIVATE,8,Eglinton-Lawrence,45 LORINDALE AVE,3,25,2017-11-20,67,Evaluation needs to be conducted in 2 years,14,4.0,3.0,4.0,3.0,,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.7262422092,-79.403851017,312530.88899999997,4842702.475
895323,4152805,2017.0,2017.0,1966.0,PRIVATE,24,Scarborough-Guildwood,45 LIVINGSTON RD,16,188,2017-11-20,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,E2435,43.7430013291,-79.1969715203,329191.42699999997,4844604.166999999
895324,4265578,2017.0,2017.0,1940.0,SOCIAL HOUSING,19,Beaches-East York,26 NORWOOD RD,3,12,2017-11-20,64,Evaluation needs to be conducted in 1 year,14,3.0,4.0,3.0,3.0,,3.0,,4.0,,,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,4.0,,S1935,43.6831736405,-79.3030579348,320662.652,4837931.992
895325,4153991,2017.0,2017.0,1950.0,PRIVATE,12,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,2017-11-20,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.705692166300004,-79.402181637,312668.05100000004,4840419.64
895326,4153990,2017.0,2017.0,1950.0,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,2017-11-20,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1227,43.7056468063,-79.40240284949999,312650.228,4840414.579
895327,4153993,2017.0,2017.0,1920.0,PRIVATE,12,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,2017-11-20,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,,S1227,43.705457738199996,-79.4032997946,312577.96,4840393.4860000005
895328,4155014,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,345 WESTMOUNT AVE,3,29,2017-11-20,57,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,2.0,2.0,3.0,,3.0,,,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,3.0,,S0925,43.684414026800006,-79.4441626996,309286.131,4838052.524
895329,4155015,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,355 WESTMOUNT AVE,3,29,2017-11-20,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,2.0,2.0,2.0,3.0,,2.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S0925,43.684753041,-79.44430348,309270.037,4838105.654
895330,4155016,2017.0,2017.0,1952.0,PRIVATE,9,Davenport,365 WESTMOUNT AVE,3,29,2017-11-20,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,2.0,3.0,,2.0,,,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,2.0,,S0925,43.6850733378,-79.4444390829,309263.80100000004,4838125.757
895331,4155019,2017.0,2017.0,1950.0,PRIVATE,9,Davenport,370 WESTMOUNT AVE,3,29,2017-11-20,64,Evaluation needs to be conducted in 1 year,15,3.0,2.0,3.0,2.0,2.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,,S0925,43.6852037341,-79.4451995496,309202.478,4838140.205
895332,4154316,2017.0,2017.0,1953.0,PRIVATE,5,York South-Weston,2639 KEELE ST,3,11,2017-11-20,53,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,,3.0,2.0,2.0,5.0,2.0,3.0,3.0,,2.0,2.0,,W0523,43.721008261,-79.48031007510001,306370.985,4842116.682
895333,4154525,2017.0,2017.0,1952.0,PRIVATE,8,Eglinton-Lawrence,24 HOTSPUR RD,3,10,2017-11-20,56,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,,,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.733065925,-79.4350942032,309994.88399999996,4843443.039
895334,4154929,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,450 WALMER RD,15,171,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1230,43.686218485,-79.413643322,311746.53,4838255.1110000005
895335,4252919,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,9 THIRTY THIRD ST,3,34,2017-11-20,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0334,43.5916886979,-79.5307437677,302302.00399999996,4827750.258
895336,4156288,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,11 THIRTY THIRD ST,3,23,2017-11-20,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,,W0334,43.5918858428,-79.5306544291,302309.225,4827772.157
895337,4155916,2017.0,2017.0,1970.0,PRIVATE,3,Etobicoke-Lakeshore,15 THIRTY THIRD ST,3,36,2017-11-20,80,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,5.0,4.0,,W0334,43.592052746099995,-79.530753761,302301.211,4827790.702
895338,4153619,2017.0,2017.0,1940.0,PRIVATE,14,Toronto-Danforth,846-850 BROADVIEW AVE,3,24,2017-11-20,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,S1424,,,316188.231,4837458.031
895339,4153616,2017.0,2017.0,1940.0,PRIVATE,14,Toronto-Danforth,849 BROADVIEW AVE,4,32,2017-11-20,67,Evaluation needs to be conducted in 2 years,15,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,5.0,4.0,4.0,,3.0,5.0,,S1424,43.6794139167,-79.35783854,316246.839,4837505.327
895340,4154932,2017.0,2017.0,1975.0,PRIVATE,12,Toronto-St. Paul's,250 HEATH ST W,17,81,2017-11-20,60,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,S1230,43.6867124421,-79.4141955534,311701.94800000003,4838309.941000001
895341,4153599,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,99 HOWARD ST,15,239,2017-11-20,61,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,,S1323,43.671082603,-79.371532819,315143.797,4836578.915
895342,4156290,2017.0,2017.0,1969.0,PRIVATE,9,Davenport,357 RUSHOLME RD,16,267,2017-11-20,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,S0934,43.660038774200004,-79.4305495251,310375.291,4835342.328
895343,4153602,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,135 ROSE AVE,15,239,2017-11-20,57,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,,S1323,43.670488768999995,-79.371608932,315137.76300000004,4836512.93
895344,4153600,2017.0,2017.0,1964.0,PRIVATE,13,Toronto Centre,670 PARLIAMENT ST,15,239,2017-11-20,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,2.0,,S1323,43.670774446,-79.370931083,315192.373,4836544.757
895345,4153594,2017.0,2017.0,1967.0,PRIVATE,13,Toronto Centre,700 ONTARIO ST,14,279,2017-11-20,56,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,,3.0,2.0,,S1323,43.6701517144,-79.3735812893,314979.034,4836474.276000001
895346,4153593,2017.0,2017.0,1967.0,PRIVATE,13,Toronto Centre,730 ONTARIO ST,14,279,2017-11-20,53,Evaluation needs to be conducted in 1 year,18,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,2.0,,S1323,43.6709382453,-79.3739456506,314949.518,4836561.613
895347,4154584,2017.0,2017.0,1956.0,PRIVATE,6,York Centre,11 ROSSEAU RD,3,11,2017-11-20,51,Evaluation needs to be conducted in 1 year,16,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,,3.0,2.0,2.0,4.0,3.0,3.0,2.0,,2.0,3.0,,N0629,43.7424088558,-79.43656791779999,309893.66,4844495.901000001
895348,4153528,2017.0,2017.0,1959.0,PRIVATE,13,Toronto Centre,89 ISABELLA ST,13,76,2017-11-20,66,Evaluation needs to be conducted in 2 years,19,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S1322,43.668391403,-79.3806631771,314408.224,4836277.874
895349,4155206,2017.0,2017.0,1958.0,PRIVATE,4,Parkdale-High Park,596 JANE ST,3,17,2017-11-20,71,Evaluation needs to be conducted in 2 years,15,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S0421,43.6645208541,-79.4910119688,305509.219,4835841.102
895350,4153684,2017.0,2017.0,1961.0,PRIVATE,19,Beaches-East York,191 KENILWORTH AVE,4,31,2017-11-20,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,S1938,43.6721092112,-79.3028387259,320683.239,4836702.795
895351,4152743,2017.0,2017.0,1962.0,PRIVATE,24,Scarborough-Guildwood,25 GREENBRAE CRCT,6,60,2017-11-20,74,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,E2425,43.7587707758,-79.2323786593,326333.984,4846346.329
895352,4152744,2017.0,2017.0,1962.0,PRIVATE,24,Scarborough-Guildwood,35 GREENBRAE CRCT,6,70,2017-11-20,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,E2425,43.759036474,-79.231672415,326390.498,4846376.987
895353,4153185,2017.0,2017.0,1960.0,PRIVATE,11,University-Rosedale,375 BRUNSWICK AVE,9,63,2017-11-20,54,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1126,43.6684734257,-79.4081015431,312195.42600000004,4836284.143999999
895354,4153147,2017.0,2017.0,1912.0,PRIVATE,10,Spadina-Fort York,255 DOVERCOURT RD,3,16,2017-11-20,56,Evaluation needs to be conducted in 1 year,17,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,S1021,43.6484324377,-79.42402265850001,310913.609,4834056.383
895355,4154087,2017.0,2017.0,1960.0,PRIVATE,14,Toronto-Danforth,125 COSBURN AVE,4,30,2017-11-20,74,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,,S1422,43.6895024674,-79.34701978390001,317117.055,4838627.642
895356,4154101,2017.0,2017.0,1962.0,PRIVATE,14,Toronto-Danforth,150 COSBURN AVE,12,153,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,,S1422,43.6902830528,-79.3461159995,317189.748,4838714.494
895357,4153223,2017.0,2017.0,1960.0,PRIVATE,11,University-Rosedale,161 ST GEORGE ST,7,62,2017-11-20,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,,S1127,43.670260332,-79.40054649,312804.196,4836484.301
895358,4153224,2017.0,2017.0,1956.0,PRIVATE,11,University-Rosedale,169 ST GEORGE ST,9,52,2017-11-20,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1127,43.670881099999995,-79.400783867,312784.974,4836553.242
895359,4154211,2017.0,2017.0,1950.0,PRIVATE,7,Humber River-Black Creek,1738 WILSON AVE,3,10,2017-11-20,52,Evaluation needs to be conducted in 1 year,15,2.0,2.0,3.0,3.0,,3.0,,2.0,,,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,,W0734,43.7200316288,-79.5141632262,303643.321,4842008.141
895360,4154216,2017.0,2017.0,1973.0,PRIVATE,7,Humber River-Black Creek,1748 WILSON AVE,3,10,2017-11-20,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,4.0,,2.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0734,43.719712611300004,-79.51558277630001,303528.939,4841972.723
895361,4154217,2017.0,2017.0,1967.0,PRIVATE,7,Humber River-Black Creek,1750 WILSON AVE,3,10,2017-11-20,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,W0734,43.71964691229999,-79.5158634781,303506.321,4841965.429
895362,4154208,2017.0,2017.0,1955.0,PRIVATE,7,Humber River-Black Creek,1760 WILSON AVE,4,32,2017-11-20,59,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,5.0,3.0,2.0,3.0,,3.0,2.0,,W0734,43.7194896137,-79.5165478577,303451.17600000004,4841947.966
895363,4154209,2017.0,2017.0,1954.0,PRIVATE,7,Humber River-Black Creek,1770 WILSON AVE,3,31,2017-11-20,63,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0734,43.7193022696,-79.5173252308,303388.542,4841927.165
895364,4154210,2017.0,2017.0,1954.0,PRIVATE,7,Humber River-Black Creek,1780 WILSON AVE,3,31,2017-11-20,61,Evaluation needs to be conducted in 1 year,15,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0734,43.7191256895,-79.5181150514,303324.903,4841907.561000001
895365,4154025,2017.0,2017.0,1955.0,PRIVATE,8,Eglinton-Lawrence,3000 YONGE ST,12,272,2017-11-20,69,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,,N0829,43.723761725,-79.402367148,312650.498,4842428.0
895366,4154027,2017.0,2017.0,1957.0,PRIVATE,8,Eglinton-Lawrence,3112 YONGE ST,4,41,2017-11-20,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.726397678599994,-79.4031116718,312590.434,4842719.816000001
895367,4154759,2017.0,2017.0,1974.0,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2017-11-20,78,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
895368,4235524,2017.0,2017.0,1996.0,PRIVATE,12,Toronto-St. Paul's,1920 YONGE ST,7,102,2017-11-20,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1227,43.698779468000005,-79.3972801771,313085.05100000004,4839644.265
895369,4153692,2017.0,2017.0,1960.0,PRIVATE,19,Beaches-East York,419 WOODBINE AVE,3,11,2017-11-20,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,,S1938,43.67374715810001,-79.3071214297,320337.471,4836883.9569999995
895370,4153698,2017.0,2017.0,1977.0,PRIVATE,19,Beaches-East York,650 WOODBINE AVE,4,38,2017-11-20,73,Evaluation needs to be conducted in 2 years,15,5.0,3.0,3.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,,S1934,43.6782886904,-79.31013244270001,320093.528,4837387.965
895371,4154071,2017.0,2017.0,1970.0,PRIVATE,19,Beaches-East York,1017 WOODBINE AVE,6,59,2017-11-20,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,,S1929,43.687147508100004,-79.3130882633,319852.972,4838371.631
895372,4154952,2017.0,2017.0,1932.0,PRIVATE,12,Toronto-St. Paul's,1520 BATHURST ST,4,24,2017-11-20,64,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,4.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1229,43.6849625997,-79.4194565721,311277.98,4838115.101
895373,4154951,2017.0,2017.0,1932.0,PRIVATE,12,Toronto-St. Paul's,1524 BATHURST ST,4,24,2017-11-20,60,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,,3.0,,3.0,,,3.0,1.0,5.0,2.0,3.0,3.0,,3.0,3.0,,S1229,43.6851006268,-79.41951073279999,311273.599,4838130.432
895374,4154603,2017.0,2017.0,1964.0,PRIVATE,6,York Centre,4160 BATHURST ST,7,67,2017-11-20,49,Building Audit,18,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,,N0629,43.7478559496,-79.4370573738,309853.799,4845101.032
895375,4154749,2017.0,2017.0,1976.0,PRIVATE,18,Willowdale,2 FOREST LANEWAY,29,366,2017-11-17,73,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1826,43.763239637,-79.409191362,312077.26399999997,4846803.075
895376,4153911,2017.0,2017.0,1956.0,PRIVATE,12,Toronto-St. Paul's,587 AVENUE RD,3,22,2017-11-17,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,S1232,43.68945490310001,-79.4020332335,312682.159,4838615.7
895377,4152740,2017.0,2017.0,1965.0,PRIVATE,24,Scarborough-Guildwood,555 BRIMORTON DR,15,180,2017-11-17,38,Building Audit,19,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,E2425,43.7728909718,-79.231398356,326407.892,4847915.281
895378,4153934,2017.0,2017.0,1955.0,PRIVATE,12,Toronto-St. Paul's,130 ORIOLE PKWY,4,39,2017-11-17,64,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S1226,43.6964637317,-79.4032380661,312584.097,4839394.2639999995
895379,4154916,2017.0,2017.0,1962.0,PRIVATE,16,Don Valley East,267 ROYWOOD DR,7,72,2017-11-17,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,N1622,43.761230364,-79.335262791,318048.772,4846599.023
895380,4152843,2017.0,2017.0,1994.0,SOCIAL HOUSING,24,Scarborough-Guildwood,228 GALLOWAY RD,5,60,2017-11-17,64,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,E2428,43.767932495,-79.197118281,329169.24600000004,4847374.811000001
895381,4152706,2017.0,2017.0,1961.0,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,2017-11-17,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,2.0,,3.0,4.0,,4.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,,E2133,43.7346483486,-79.268437993,323437.893,4843657.7530000005
895382,4152708,2017.0,2017.0,1954.0,PRIVATE,21,Scarborough Centre,831 KENNEDY RD,6,50,2017-11-17,56,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,,3.0,2.0,2.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,,E2133,43.7359936436,-79.2687949142,323408.724,4843807.13
895383,4152710,2017.0,2017.0,1957.0,PRIVATE,21,Scarborough Centre,859 KENNEDY RD,5,34,2017-11-17,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,5.0,,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,E2133,43.7379997073,-79.26966663510001,323337.88800000004,4844029.804
895384,4154313,2017.0,2017.0,1950.0,PRIVATE,5,York South-Weston,2605 KEELE ST,3,12,2017-11-17,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,,W0523,43.7191723913,-79.4799616805,306399.103,4841912.738
895385,4156258,2017.0,2017.0,1975.0,PRIVATE,18,Willowdale,4 FOREST LANEWAY,29,277,2017-11-17,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N1826,43.762630953999995,-79.409754662,312057.524,4846740.513
895386,4153933,2017.0,2017.0,1959.0,PRIVATE,12,Toronto-St. Paul's,111 ORIOLE PKWY,3,29,2017-11-17,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,S1226,43.6967810359,-79.4024723932,312645.774,4839429.589
895387,4153074,2017.0,2017.0,1911.0,PRIVATE,9,Davenport,1505 DUNDAS ST W,3,12,2017-11-16,58,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0936,43.649474046899996,-79.4321012172,310261.776,4834171.571
895388,4153909,2017.0,2017.0,1955.0,PRIVATE,12,Toronto-St. Paul's,606 AVENUE RD,11,62,2017-11-16,69,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1231,43.6896239325,-79.40332135140001,312578.299,4838634.362
895389,4153998,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,893 AVENUE RD,3,10,2017-11-16,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,,S1227,43.7003921332,-79.4063848317,312329.962,4839830.415
895390,4228864,2017.0,2017.0,1964.0,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,2017-11-16,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,N1725,43.77054660020001,-79.3863327506,313935.534,4847626.159
895391,4153999,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,901 AVENUE RD,3,10,2017-11-16,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,,S1227,43.700648913900004,-79.4065038723,312320.335,4839858.933
895392,4154000,2017.0,2017.0,1960.0,PRIVATE,12,Toronto-St. Paul's,905 AVENUE RD,3,10,2017-11-16,61,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,,S1227,43.7007807941,-79.40656024180001,312315.775,4839873.58
895393,4155739,2017.0,2017.0,1965.0,PRIVATE,4,Parkdale-High Park,30 SPRINGHURST AVE,12,122,2017-11-16,54,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,S0437,43.634517341999995,-79.42888249800001,310522.559,4832511.135
